,datetime,ema,sma,rsi,close
18,2023-05-24,314.45305,314.59111,60.81437,313.85001
17,2023-05-25,316.74644,316.47444,70.02018,325.92001
16,2023-05-26,319.97516,319.07778,73.84184,332.89001
15,2023-05-30,322.22212,321.24111,71.47671,331.20999
14,2023-05-31,323.4557,322.84,67.56481,328.39001
13,2023-06-01,325.28056,324.40223,70.17656,332.57999
12,2023-06-02,327.30445,326.29778,71.82117,335.39999
11,2023-06-05,329.03156,327.93778,72.13801,335.94
10,2023-06-06,329.96124,329.98445,68.65851,333.67999
9,2023-06-07,328.645,331.04333,55.51591,323.38
8,2023-06-08,327.968,330.97,57.129,325.26001
7,2023-06-09,327.7324,330.29222,58.44952,326.79001
6,2023-06-12,328.55592,330.36334,62.55718,331.85001
5,2023-06-13,329.70274,331.01889,64.38557,334.29001
4,2023-06-14,331.23019,331.54778,66.58227,337.34
3,2023-06-15,334.60415,332.95889,72.9266,348.10001
2,2023-06-16,336.14932,333.66889,65.72112,342.32999
1,2023-06-20,336.52945,334.15445,60.91338,338.04999
0,2023-06-21,336.10964,335.38227,57.10852,334.43039
